"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"16628"	"IGLC1"	-3.61773343478261	5.14248203571429	-6.48593312345056	5.76332441641932e-09	1.0979321357214e-06	10.288880380554
"21823"	"H2BC12"	-3.56577234782609	5.40480017857143	-19.6470008679995	3.6261445616389e-33	1.05691235538089e-28	62.4974349931262
"12200"	"SNORD105B"	-3.43027939130435	8.77347639285714	-4.61367470272724	1.4040635268458e-05	0.000314318276628068	2.86877559237549
"22463"	"SNORD117"	-3.40491082608696	8.97712160714286	-4.48045247585214	2.33211485066955e-05	0.000435731740720932	2.39068424122474
"22598"	"SNORD117"	-3.40491082608696	8.97712160714286	-4.48045247585214	2.33211485066955e-05	0.000435731740720932	2.39068424122474
"22746"	"SNORD117"	-3.40491082608696	8.97712160714286	-4.48045247585214	2.33211485066955e-05	0.000435731740720932	2.39068424122474
"22887"	"SNORD117"	-3.40491082608696	8.97712160714286	-4.48045247585214	2.33211485066955e-05	0.000435731740720932	2.39068424122474
"23012"	"SNORD117"	-3.40491082608696	8.97712160714286	-4.48045247585214	2.33211485066955e-05	0.000435731740720932	2.39068424122474
"23152"	"SNORD117"	-3.40491082608696	8.97712160714286	-4.48045247585214	2.33211485066955e-05	0.000435731740720932	2.39068424122474
"23281"	"SNORD117"	-3.40491082608696	8.97712160714286	-4.48045247585214	2.33211485066955e-05	0.000435731740720932	2.39068424122474
"563"	"CLCA1"	-3.36576869565217	3.76850095238095	-9.05015328818183	4.67490062826246e-14	6.8129664305983e-11	21.5120053674186
"29138"	"NEAT1"	-3.32619513043478	6.75723370238095	-5.29792627708642	9.24892782986347e-07	4.82918124396981e-05	5.44475541936079
"8396"	"SNHG14"	-3.32254765217391	4.56867560714286	-5.93095408703193	6.47342960876856e-08	6.43962637565793e-06	7.97778150453162
"13958"	"TMSB10"	-3.32062008695652	8.02455866666667	-4.79407987064937	6.97737189942922e-06	0.000198797124880414	3.52909476813002
"21881"	"SNORD117"	-3.31312934782609	8.74637402380952	-4.50255744346438	2.14497738511056e-05	0.000417075756129536	2.46943312923644
"27957"	"SNORD14C"	-3.30344030434783	7.48028423809524	-4.53952441308304	1.86405756269282e-05	0.000379941858600053	2.60164652876368
"28779"	"RPL10"	-3.24916886956522	9.05203411904762	-4.52229874431855	1.990213138517e-05	0.000396505415914936	2.53995804407635
"14912"	"FABP1"	-3.22946686956522	4.78082160714286	-9.25732894651126	1.78898372475863e-14	2.74439519081788e-11	22.4303488735283
"24720"	"ADAMDEC1"	-3.21304304347826	4.29339659523809	-10.0380375857237	4.83836502620563e-16	2.01462607741165e-12	25.8771798073274
"21166"	"SNORD32B"	-3.20860373913043	7.98275997619048	-4.70486114119501	9.87699788507251e-06	0.000250334658570616	3.20072787274465
"10100"	"SNORA50A"	-3.20096530434782	5.87589785714286	-4.53133648269427	1.92302554409425e-05	0.00038677494111905	2.57230651020018
"3725"	"MUC2"	-3.15881886956522	5.89213096428571	-8.89901816207884	9.42247243607868e-14	1.19407306127994e-10	20.8416412979761
"28202"	"MALAT1"	-3.04894526086956	8.7898828452381	-4.90639624108351	4.48420754527187e-06	0.00014760804415614	3.94733467715692
"28502"	"UBB"	-3.02291586956522	7.26880360714286	-5.24356581025987	1.15534550208145e-06	5.72701621584491e-05	5.23338883086618
"1990"	"HMGCS2"	-2.97950365217391	4.36388503571429	-8.17940164510064	2.63935959999504e-12	2.33119437154713e-09	17.6516448773952
"10758"	"SNORA38B"	-2.97930495652174	9.33529342857143	-4.01275919486312	0.00012968727072051	0.00138258773946258	0.782104749764176
"8337"	"IGHA1"	-2.97640152173913	7.1527475952381	-9.36995234060015	1.06154701076806e-14	1.93380692017853e-11	22.9291297966834
"28051"	"SNORD48"	-2.97426617391304	8.88721134523809	-4.47579127577464	2.37354756204976e-05	0.000440091874728708	2.37410856876746
"28053"	"SNORD48"	-2.97426617391304	8.88721134523809	-4.47579127577464	2.37354756204976e-05	0.000440091874728708	2.37410856876746
"28055"	"SNORD48"	-2.97426617391304	8.88721134523809	-4.47579127577464	2.37354756204976e-05	0.000440091874728708	2.37410856876746
"28049"	"SNORA20"	-2.97173908695652	4.80701528571429	-6.66303141907202	2.62716716277761e-09	6.31631621459843e-07	11.0404584911753
"19101"	"MAB21L2"	-2.93112869565217	4.94252811904762	-8.82852260237416	1.30659025127725e-13	1.58679941891575e-10	20.5288966744041
"2143"	"SCARNA4"	-2.90775360869566	9.94819025	-5.00555412025841	3.02263061850688e-06	0.000114863904351525	4.32092130919865
"27906"	"RPL41"	-2.89786947826087	10.2444716785714	-4.39062063726352	3.2687960941087e-05	0.000549214361987105	2.07308596978535
"22418"	"SNORD32B"	-2.89340786956522	7.65492067857143	-4.77897215566708	7.40201822955534e-06	0.000205277474154947	3.47324711692033
"22497"	"SNORD32B"	-2.89340786956522	7.65492067857143	-4.77897215566708	7.40201822955534e-06	0.000205277474154947	3.47324711692033
"22655"	"SNORD32B"	-2.89340786956522	7.65492067857143	-4.77897215566708	7.40201822955534e-06	0.000205277474154947	3.47324711692033
"22798"	"SNORD32B"	-2.89340786956522	7.65492067857143	-4.77897215566708	7.40201822955534e-06	0.000205277474154947	3.47324711692033
"22928"	"SNORD32B"	-2.89340786956522	7.65492067857143	-4.77897215566708	7.40201822955534e-06	0.000205277474154947	3.47324711692033
"23069"	"SNORD32B"	-2.89340786956522	7.65492067857143	-4.77897215566708	7.40201822955534e-06	0.000205277474154947	3.47324711692033
"15663"	"SNORA60"	-2.87722008695652	6.30343076190476	-5.01091440014149	2.95854578136368e-06	0.000112859696302972	4.34122974074311
"2293"	"SCARNA3"	-2.87649943478261	5.3489883452381	-5.35495555855043	7.31574054400814e-07	4.08490210031044e-05	5.66763037459701
"16620"	"IGLL5"	-2.865004	7.66257865476191	-6.09373441634116	3.20818579282198e-08	3.86300850298847e-06	8.64798294283816
"14505"	"SCARNA5"	-2.85911243478261	9.13653397619048	-3.85326814354595	0.000227042298267542	0.00201510410097565	0.260415262876377
"24759"	"SNORD13"	-2.84613534782609	9.73029479761905	-4.25625062840723	5.37877131524969e-05	0.000756271333939135	1.60549108387928
"14924"	"IGKC"	-2.82865717391304	6.50411582142857	-7.07141066567872	4.2053743018606e-10	1.42527959042245e-07	12.7943568713608
"18652"	"SCARNA22"	-2.81573043478261	6.96099447619048	-4.35142482047111	3.78323394282559e-05	0.000602842094847779	1.93575097495732
"20151"	"SNORA74A"	-2.79498947826087	6.65405022619048	-3.90420733658584	0.000190135659473007	0.00179001423341723	0.42546569596287
"26735"	"ATP13A5"	-2.78922595652174	10.2651124761905	-4.97294864594732	3.44266002736607e-06	0.000124097294951322	4.19763711003576
"27790"	"CD24"	-2.78071460869565	5.43583269047619	-5.0874838727653	2.17582396790022e-06	9.1381471458772e-05	4.63256559895018
"28201"	"MALAT1"	-2.76719730434782	8.33281627380952	-5.01493918391506	2.91130135706109e-06	0.000111505519913613	4.35648591507918
"23599"	"SNORA14A"	-2.75473826086957	4.36934545238095	-4.72384976451327	9.175329627183e-06	0.000238993148028153	3.27032226421057
"5992"	"SNORA49"	-2.734157	7.12256311904762	-4.36493711461645	3.59762559105645e-05	0.000586465285808291	1.98300938822574
"28383"	"LOC105376839"	-2.70904569565218	3.89992235714286	-3.52938210371912	0.000678355186238038	0.00425491077906192	-0.752986532392121
"26287"	"RMRP"	-2.67015765217391	10.2647120238095	-4.02113716069966	0.000125881522429492	0.00135705933980412	0.80990365304041
"13995"	"IGKC"	-2.66181208695652	5.7457734047619	-6.74315919981584	1.83780652157558e-09	5.10157587470129e-07	11.382424342771
"20166"	"VTRNA1-1"	-2.64745139130435	7.51646861904762	-3.76221333626198	0.000310675623747336	0.0024904462060956	-0.0308583252154158
"11235"	"KRT20"	-2.64013826086957	3.59683420238095	-9.25952270690301	1.77088466982245e-14	2.74439519081788e-11	22.4400679220611
"2211"	"ITLN1"	-2.63691491304348	4.35111523809524	-7.9261427694496	8.48800369017267e-12	6.03414252579177e-09	16.5328326527307
"5369"	"SCARNA10"	-2.63538995652174	7.04589830952381	-5.28038688787126	9.93834579892662e-07	5.09838287863811e-05	5.37644188039977
"7940"	"SNORD8"	-2.63386969565218	8.78850071428571	-4.39690173340511	3.19291325075704e-05	0.000542457765559598	2.09516449629774
"12526"	"CEACAM5"	-2.63216908695652	6.8899176547619	-4.81732941221558	6.36981784439023e-06	0.000185475605105337	3.6152316654344
"7550"	"LGALS3"	-2.62218608695652	3.77885067857143	-6.58768077727026	3.67254211201159e-09	7.70097733372674e-07	10.7199470108954
"21812"	"H4C4"	-2.61736108695652	5.87999045238095	-4.048911266375	0.000114016424677595	0.00127421321040171	0.902337501701571
"28668"	"MAT2A"	-2.61309982608696	5.95571291666667	-5.20255887549751	1.36553662074323e-06	6.52151740993542e-05	5.07465474852773
"10454"	"SNORD42A"	-2.60615895652174	8.20641208333333	-4.15237957801187	7.85780148836497e-05	0.000994923284019869	1.25037727223699
"24235"	"SBDS"	-2.5802377826087	4.1851298452381	-5.56559036629135	3.04894733811929e-07	2.10089049797075e-05	6.50042032860968
"10085"	"MT1G"	-2.57869773913044	3.96440932142857	-6.69838003363205	2.24432880094842e-09	5.94685923284033e-07	11.1911768751135
"28418"	"RPL10"	-2.56776639130435	5.63938973809524	-4.50191557539175	2.15020023005514e-05	0.000417256232392925	2.46714319030318
"2142"	"SNORA80E"	-2.553016	8.05903035714286	-4.62551826342821	1.34163036704613e-05	0.000305411976452017	2.91167757920397
"4139"	"NEAT1"	-2.54361460869565	5.54883380952381	-4.42098600793149	2.91742787857565e-05	0.000510115475714425	2.18000224099711
"5270"	"VSIG2"	-2.536795	4.9296875	-9.64547178501867	2.96467315462935e-15	7.20094403649848e-12	24.1474707571862
"29139"	"ATP13A5"	-2.53320234782609	9.55093882142857	-4.93668692856145	3.97678352643299e-06	0.000135886646477072	4.06103281532074
"7420"	"YME1L1"	-2.49187908695652	4.31855398809524	-4.58451974533097	1.57000802810718e-05	0.00033954820413975	2.76343956131296
"14356"	"SNORD70"	-2.48383395652174	5.0259509047619	-4.39110637013182	3.26286621378571e-05	0.000548841559774509	2.07479266352483
"4684"	"SNORD14A"	-2.48341747826087	7.01880095238095	-4.8250115873085	6.18063338224963e-06	0.000181266000140989	3.64374410701436
"4141"	"MALAT1"	-2.47818721739131	5.52283907142857	-4.988267373049	3.23867170542132e-06	0.000119683721036565	4.25550542349792
"28501"	"UBB"	-2.46120043478261	5.55236754761905	-5.1109785654209	1.97918016378749e-06	8.50843130293718e-05	4.72241736576978
"13327"	"CEACAM1"	-2.45586991304348	5.65395680952381	-7.09984508988248	3.69823347662792e-10	1.28324298980088e-07	12.9174212995745
"1659"	"GUCA2A"	-2.45225991304348	4.85760615476191	-9.8315055014064	1.2547043920649e-15	3.65708689155157e-12	24.9682096750324
"28901"	"EEF1A1"	-2.41984691304348	9.54227379761905	-4.65366764861059	1.20386388507445e-05	0.000284814554362554	3.01390220171625
"2737"	"MAP3K8"	-2.41229365217391	5.58597179761905	-3.77974501998969	0.000292574102476544	0.00238296972498002	0.0248445820641718
"25445"	"CDH17"	-2.41035034782608	4.36680041666667	-6.66101339576808	2.65087807693335e-09	6.31631621459843e-07	11.0318609284498
"13267"	"LGALS4"	-2.40515595652174	6.62669630952381	-7.93355960223445	8.20300223439023e-12	5.9773226531443e-09	16.5655475696258
"15400"	"SNORA75"	-2.383358	5.13203027380952	-4.04093183643906	0.000117310593507726	0.00129664462228658	0.875738088455277
"27841"	"NPIPB3"	-2.38092334782609	5.98096025	-4.96582748380692	3.54170560900274e-06	0.000126044070067891	4.17076830778624
"4054"	"MS4A12"	-2.370034	3.71726733333333	-7.26244497630701	1.76991760482964e-10	6.87837179039595e-08	13.6232019027048
"18479"	"SCARNA7"	-2.36958056521739	5.56802436904762	-4.91643276050435	4.30945461569373e-06	0.000143224257335946	3.98496557380423
"28203"	"MALAT1"	-2.36926913043478	7.2625061547619	-4.37582487675424	3.45450030985911e-05	0.000570149040382013	2.02115475371687
"8347"	"IGHD"	-2.36651886956522	3.78204078571429	-4.644893753913	1.24525976482894e-05	0.00029129684081436	2.9820011523542
"29000"	"HSPB1"	-2.35181339130435	5.45542552380952	-6.45531745227066	6.59763732452149e-09	1.23270086601172e-06	10.1595776560452
"16374"	"KMT2C"	-2.33854156521739	5.07107941666667	-4.58628751177188	1.55942612797975e-05	0.000338939904120296	2.76981528093273
"12001"	"ATP8B1"	-2.33404608695652	4.31974801190476	-7.34201134748432	1.23260546784414e-10	5.28334581930194e-08	13.9697523303388
"9591"	"MT1H"	-2.33301426086957	3.8236538452381	-5.40104538076029	6.04804649750233e-07	3.55408087223186e-05	5.84858173478947
"28286"	"RPL26"	-2.33209460869565	6.59100713095238	-4.76557278395735	7.79961345867422e-06	0.000212264550401473	3.42379728526617
"17396"	"SNORD69"	-2.3313852173913	7.97211896428571	-3.68898990558014	0.000398473387463419	0.00294554723568053	-0.261526429308271
"18067"	"SNORD13P3"	-2.32390234782609	8.60991073809524	-4.25054532840122	5.49267959011063e-05	0.000767106526176111	1.58584009893655
"21372"	"FBXO9"	-2.31730239130435	7.32010320238095	-5.08218678461298	2.22272955395189e-06	9.25512832986225e-05	4.6123371495094
"12493"	"ZFP36"	-2.30957256521739	5.76049067857143	-5.93747453154543	6.29474915150404e-08	6.37059213607251e-06	8.00449364628919
"23122"	"PHF1"	-2.28602756521739	6.34325291666667	-8.90805405221674	9.03579423945118e-14	1.19407306127994e-10	20.8817261508559
"766"	"H2AC20"	-2.25256326086956	6.29161320238095	-3.68206366090337	0.000407902727394257	0.0029972207216933	-0.283178383285626
"14879"	"SNAR-H"	2.24932865217391	6.458423	3.67201684453027	0.000421958166176409	0.0030628871886127	-0.314533744071698
"28044"	"SNORD95"	-2.24339130434783	6.20627213095238	-4.40070797993951	3.14776128680057e-05	0.000536536831733195	2.10855319476581
"9218"	"ANPEP"	-2.23688843478261	3.62018696428571	-6.66446457124579	2.61045597731765e-09	6.31631621459843e-07	11.046564726629
"12638"	"FTL"	-2.23099369565217	7.39379285714286	-4.04031256276934	0.000117570034642778	0.00129757978936022	0.8736752014862
"11977"	"SNORD58C"	-2.22795082608696	4.94995671428571	-4.16118632726534	7.61085032947054e-05	0.000972953748039815	1.28026590718512
"26653"	"ABO"	-2.21870747826087	3.17040211904762	-6.72354986225591	2.00596495710167e-09	5.36402390868279e-07	11.2986313815615
"18813"	"SNORA26"	-2.21703613043478	5.48418298809524	-3.69738654799427	0.000387320111648115	0.0028991318166943	-0.23523895914798
"19498"	"ADH1C"	-2.16439273913044	5.25091045238095	-6.91581423450943	8.47838807400991e-10	2.57416226242882e-07	12.1229870571461
"11775"	"SCARNA17"	-2.1624132173913	5.1970574047619	-5.36059574636032	7.147617553419e-07	4.04527395785444e-05	5.68973464410884
"10597"	"RPL27"	-2.1446152173913	5.52268692857143	-4.06746592577438	0.000106696253716571	0.00122359825922718	0.964324100949683
"8973"	"PPIP5K1"	-2.14085265217392	5.88365353571429	-5.61065639953636	2.52372291826512e-07	1.82982467409636e-05	6.68047933295058
"13288"	"FCGBP"	-2.13865760869565	4.1292416547619	-6.69537158718637	2.27463498415805e-09	5.97286359308601e-07	11.1783408042041
"19027"	"SYNPO2"	-2.138575	3.544323	-7.71661315320478	2.22394765597455e-11	1.40916092018892e-08	15.6101488984657
"2256"	"DPT"	-2.12785791304348	3.91049904761905	-7.39746385016736	9.57475724628454e-11	4.73009236368569e-08	14.2116999537867
"413"	"TSPAN1"	-2.12557417391304	3.28938266666667	-8.00898002148393	5.79499998735922e-12	4.56505039544755e-09	16.8984053187232
"12223"	"CNN1"	-2.12502608695652	4.83080503571429	-8.9324897362483	8.0677363870573e-14	1.11976339273123e-10	20.9901244727401
"27940"	"SNORD98"	-2.12027617391304	4.55219436904762	-4.44977693366024	2.61820312005385e-05	0.000472045849068764	2.28179104812755
"26148"	"TUBB4B"	-2.10607473913044	6.47226958333333	-4.73863625486767	8.66274170564298e-06	0.000228500391397625	3.32462590924197
"20774"	"CXCL14"	-2.09952565217391	4.71623830952381	-6.26964964605477	1.49162347189832e-08	2.27624865630473e-06	9.37967982698634
"28499"	"RHOQ"	-2.09862091304348	4.03144533333333	-4.58591335266537	1.56166006605528e-05	0.000338939904120296	2.76846569829857
"24299"	"SRI"	-2.09309795652174	3.67183961904762	-6.60032923083769	3.47198826048015e-09	7.45216882044404e-07	10.7736741594893
"21104"	"H2BC5"	-2.06044043478261	4.27390602380952	-5.28176662195812	9.88233623987932e-07	5.08007856056019e-05	5.3818117670817
"11146"	"TMIGD1"	-2.05884213043478	3.2220829047619	-7.72716288311626	2.11883804551775e-11	1.3723949447268e-08	15.65652899498
"13996"	"IGKC"	-2.05459065217391	4.60534446428571	-6.57461869674182	3.89169856444115e-09	8.10223843269759e-07	10.6644949120077
"28249"	"PARP4"	-2.05457786956522	4.836243	-4.34603809109167	3.85977800510906e-05	0.000611517416693703	1.91693662826966
"20381"	"PP7080"	-2.05367252173913	5.24218722619048	-5.68654110393279	1.83310575928745e-07	1.44263593929304e-05	6.98510095109292
"27952"	"SNORD14B"	-2.0534592173913	4.93651325	-4.59331087287297	1.51806355444455e-05	0.000331935472028471	2.7951603832835
"1640"	"SNORA55"	-2.04626852173913	6.08633467857143	-5.22926384242478	1.22478136607583e-06	5.96968268846357e-05	5.1779571805344
"14357"	"SNORD11B"	-2.03131991304348	4.02090219047619	-4.36760582494935	3.5620228375815e-05	0.000583271233971842	1.99235378972944
"18895"	"PARM1"	-2.01058491304348	5.45659177380952	-6.26843535443801	1.49956599478017e-08	2.27645052343009e-06	9.37460420916961
"9582"	"MT2A"	-2.008863	4.61844223809524	-5.98040349626623	5.23391968306944e-08	5.56762981760675e-06	8.1806438033478
"28457"	"RHOQ"	-2.00171465217391	4.00391066666667	-4.58548280410435	1.56423452261936e-05	0.000338979506548597	2.7669128004753
"6265"	"LIMA1"	-2.00114704347826	4.10748685714286	-6.95050130527463	7.25377732776042e-10	2.27339621260466e-07	12.2723440053213
"21301"	"TOMM6"	-1.98732147826087	4.84455627380952	-4.10596485286358	9.292067142285e-05	0.00112333422229855	1.09353670106689
"9482"	"ZG16"	-1.9790847826087	3.82996785714286	-9.50283792882262	5.73646639388769e-15	1.19429132844746e-11	23.5171164896055
"9084"	"RPL4"	-1.97779695652174	5.89988575	-4.68739031808883	1.0568469405573e-05	0.000260608441424903	3.13683783680735
"8409"	"SNHG14"	-1.97075156521739	4.6852699047619	-5.45269914667306	4.88244430394562e-07	3.00229122631019e-05	6.05223934725249
"18614"	"SDHAP1"	-1.96586469565217	5.66264116666667	-5.46698957877132	4.60095929655647e-07	2.87160943504778e-05	6.10874127092456
"20459"	"MIR4279"	1.96460652173913	4.63625705952381	3.80765718916273	0.000265813448914758	0.00223856243730669	0.113903493496148
"10838"	"SYNGR2"	-1.93255708695652	5.63856632142857	-4.60530612835448	1.44986921457846e-05	0.000321363787051851	2.83850012228572
"11090"	"SNORD3D"	-1.92715526086957	7.82633686904762	-3.28182144011322	0.00150320533733594	0.00743238778071768	-1.48322966379508
"9275"	"HBA1"	-1.91568095652174	6.54229689285714	-5.46489053985451	4.64128403827161e-07	2.89058773212613e-05	6.10043776695299
"20168"	"VTRNA1-3"	-1.91212695652174	5.7804965	-2.81333791844879	0.00610316137424542	0.0203813983243734	-2.75077306510085
"5199"	"NXPE4"	-1.90649439130435	3.27835939285714	-6.49850451394339	5.45180029393905e-09	1.05935748778294e-06	10.3420297001392
"14925"	"IGKC"	-1.90343669565217	3.03310176190476	-6.00736627443922	4.65994697919314e-08	5.10614566174972e-06	8.29152917023374
"10523"	"MIR2909"	-1.89690686956522	4.77884845238095	-4.42660037149102	2.85659364616154e-05	0.000504198650460752	2.19981985783503
"4278"	"RPS28"	-1.88801139130435	6.58162122619048	-4.49679576489157	2.19230321579386e-05	0.000421219919780776	2.44888469420312
"27996"	"SCARNA16"	-1.88239178260869	8.47657151190476	-4.13990428647563	8.22085691162246e-05	0.00103018007059675	1.20810875310148
"19953"	"NSA2"	-1.88187217391304	5.88308975	-4.49891550845038	2.17477541865359e-05	0.00042018689972366	2.4564427034542
"6084"	"A2M"	-1.87793682608696	3.72670353571429	-6.6820606292389	2.41366662159956e-09	6.0647535361864e-07	11.1215666884705
"19677"	"MIR4454"	-1.876165	4.35791717857143	-5.86582543378928	8.55630502542438e-08	7.91716262146172e-06	7.71160668434292
"28038"	"MIR4454"	-1.876165	4.35791717857143	-5.86582543378928	8.55630502542438e-08	7.91716262146172e-06	7.71160668434292
"29114"	"MIR4454"	-1.876165	4.35791717857143	-5.86582543378928	8.55630502542438e-08	7.91716262146172e-06	7.71160668434292
"11091"	"SNORD3C"	-1.86991969565217	5.27668870238095	-2.85502766590629	0.00541896863914452	0.018714061484022	-2.64435342003227
"15926"	"SNORD17"	-1.85982047826087	6.51004670238095	-4.75661270796939	8.07699599578248e-06	0.000217177308384753	3.3907740606876
"13906"	"PCBP1"	-1.85872847826087	4.3919025	-5.76371887039642	1.32197027052818e-07	1.09776260612777e-05	7.29669866277087
"11538"	"ATP5PD"	-1.8476612173913	4.97455133333333	-5.30625804684912	8.93806822789618e-07	4.7024887118861e-05	5.47724498135371
"21095"	"SLC17A4"	-1.83518643478261	2.91994004761905	-6.56601025990219	4.04316235019408e-09	8.35787610078771e-07	10.6279676555658
"28999"	"HSPB1"	-1.83222460869565	4.61826430952381	-6.2780141924617	1.4380304472477e-08	2.21768642571051e-06	9.41465191172541
"21223"	"HLA-DRA"	-1.82533443478261	3.72376528571429	-3.62293491962209	0.000497496790104928	0.00344349060583907	-0.466829210897948
"17892"	"MIR570"	-1.82168352173913	8.59404603571429	-4.96986074499601	3.48527206086413e-06	0.000124951075963108	4.18598365664253
"8394"	"SNHG14"	-1.80642643478261	3.23516923809524	-4.99535310401413	3.1483537105408e-06	0.000117647520001452	4.28230452203388
"8960"	"PPIP5K1"	-1.80482273913043	5.31311676190476	-5.48109535857	4.33875398179723e-07	2.74583489604684e-05	6.16457968981824
"9840"	"RPS2"	-1.80008856521739	6.5265840952381	-3.71127830302725	0.000369516972599394	0.00280330848525626	-0.191654396019676
"13635"	"LOC105371312"	-1.78650856521739	3.87528076190476	-4.70762944847633	9.7715477842034e-06	0.000248309767450895	3.21086392362938
"24051"	"AGR2"	-1.78513752173913	4.50511154761905	-6.25879869553484	1.56409814359778e-08	2.32595758119615e-06	9.33433587291926
"22537"	"SNORA38"	-1.78284086956522	6.76677863095238	-2.94526113225627	0.0041728632832059	0.0155234774876327	-2.4096492625407
"22838"	"SNORA38"	-1.78284086956522	6.76677863095238	-2.94526113225627	0.0041728632832059	0.0155234774876327	-2.4096492625407
"23100"	"SNORA38"	-1.78284086956522	6.76677863095238	-2.94526113225627	0.0041728632832059	0.0155234774876327	-2.4096492625407
"23241"	"SNORA38"	-1.78284086956522	6.76677863095238	-2.94526113225627	0.0041728632832059	0.0155234774876327	-2.4096492625407
"9590"	"MT1F"	-1.77469	4.50534283333333	-4.21742525720936	6.20129982016251e-05	0.000839913038374892	1.47209574728029
"11541"	"SUMO2"	-1.76321939130435	4.11575454761905	-3.45256920750664	0.000871717284299685	0.00506537952262418	-0.983817041908313
"6819"	"ITM2B"	-1.75902665217391	5.71748819047619	-5.14558413871087	1.72081058807361e-06	7.68578009161172e-05	4.85514585660898
"27934"	"SNORD81"	-1.7587427826087	3.93337577380952	-3.74442237990819	0.000330132977043772	0.00259293610398675	-0.0871984628033555
"9120"	"NPTN"	-1.74797482608695	4.51786036904762	-6.00400986965093	4.72786433522102e-08	5.14190529024952e-06	8.27771547442541
"16686"	"UQCR10"	-1.74747808695652	3.52092057142857	-6.54072412851656	4.5226514242652e-09	8.96921821156605e-07	10.5207567651814
"2031"	"H2BC20P"	-1.74678086956522	7.14340733333333	-3.33611180479199	0.00126650340501808	0.00657548534842569	-1.32651995705821
"4979"	"MIR3163"	1.73856552173913	5.19798408333333	4.84317215199493	5.75490027694531e-06	0.000172570039477495	3.71124702618913
"10724"	"CA4"	-1.72087621739131	4.04621504761905	-8.16861130745555	2.77424070194988e-12	2.37825863940391e-09	17.6039127933195
"28430"	"PRR13"	-1.70110526086957	5.22789675	-5.31766926527801	8.52887193119551e-07	4.54462578022953e-05	5.52178277636111
"28030"	"SNORA6"	-1.7000002173913	5.64019475	-4.73408175892601	8.81758455972844e-06	0.000231120626944609	3.30788918443326
"19474"	"SPARCL1"	-1.69906926086957	3.5494226547619	-7.28128630257953	1.62470472823714e-10	6.72087051554475e-08	13.7051980636399
"28429"	"PRR13"	-1.69529243478261	5.328723	-5.43705711075751	5.2099408252485e-07	3.16362802569829e-05	5.99047171755057
